date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:23:01	78228/78228	---M-Z	200	added ('OK')	text/html	etag:W/%22645c38c6f43f9c17b4298fd6e88ba88f%22	https://www.peinture-delemer.fr/isolation-bihorel-76420	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-bihorel-76420.html	(from https://www.peinture-delemer.fr/plan-du-site)
21:23:01	122/122	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2019:23:01%20GMT	http://www.peinture-delemer.fr/isolation-darnetal-76160	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-darnetal-76160	(from https://www.peinture-delemer.fr/plan-du-site)
21:23:02	78381/78381	---M-Z	200	added ('OK')	text/html	etag:W/%225c8f1b884b180ec4a8c9d6f2dbc944cf%22	https://www.peinture-delemer.fr/isolation-darnetal-76160	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-darnetal-76160.html	(from https://www.peinture-delemer.fr/plan-du-site)
21:23:02	140/140	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2019:23:02%20GMT	http://www.peinture-delemer.fr/isolation-saint-leger-du-bourg-denis-76160	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-saint-leger-du-bourg-denis-76160	(from https://www.peinture-delemer.fr/plan-du-site)
21:23:03	78925/78925	---M-Z	200	added ('OK')	text/html	etag:W/%22a3f3ee9780589bc94c30349aa01cb9a9%22	https://www.peinture-delemer.fr/isolation-saint-leger-du-bourg-denis-76160	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-saint-leger-du-bourg-denis-76160.html	(from https://www.peinture-delemer.fr/plan-du-site)
21:23:03	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2019:23:02%20GMT	http://www.peinture-delemer.fr/isolation-sotteville-les-rouen-76300	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-sotteville-les-rouen-76300	(from https://www.peinture-delemer.fr/plan-du-site)
21:23:03	78944/78944	---M-Z	200	added ('OK')	text/html	etag:W/%22bc6ed09f811f395c16cbc76b71ae353b%22	https://www.peinture-delemer.fr/isolation-sotteville-les-rouen-76300	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-sotteville-les-rouen-76300.html	(from https://www.peinture-delemer.fr/plan-du-site)
21:23:03	128/128	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2019:23:03%20GMT	http://www.peinture-delemer.fr/isolation-bois-guillaume-76230	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-bois-guillaume-76230	(from https://www.peinture-delemer.fr/plan-du-site)
21:23:04	78831/78831	---M-Z	200	added ('OK')	text/html	etag:W/%22347d0a58ed962e747333c0adb01684ad%22	https://www.peinture-delemer.fr/isolation-bois-guillaume-76230	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-bois-guillaume-76230.html	(from https://www.peinture-delemer.fr/plan-du-site)
21:23:04	131/131	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2019:23:04%20GMT	http://www.peinture-delemer.fr/isolation-mont-saint-aignan-76130	C:/Users/Tobi/Desktop/Nouveau%20dossier/sdfsfsf/www.peinture-delemer.fr/isolation-mont-saint-aignan-76130	(from https://www.peinture-delemer.fr/plan-du-site)
